Site;Layer LTE;LTE detail;CelleLTE_Configurate;Admnistrative_State;Baseband 5216;Baseband 6620;Baseband 6630;Baseband R503;Presenza Baseband;DUS3101;DUS3102;DUS4101;DUS4102;Presenza DUS;#Radio;#RRU;#RU;BB/DU Presenti;0
TH6E;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
TH6F;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TH70;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;;9;;BB5216;
TH71;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
TH72;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;;;12;BB5216;
TH76;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
TH78;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
TH79;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TH7A;2;L18L26;3;3;1;;;;#1 Baseband 5216;;;;;;;3;;BB5216;
TH7B;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TH7C;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TH7D;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
TH7E;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;2;;DUS41;
TH7F;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TH80;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;;6;;BB6630;
TH81;1;L18;2;2;;;;;;;;;;;1;;1;non trovato;
TH82;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
TH83;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
TH84;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;9;;;BB6630;
TH85;2;L18L26;6;6;;;;;;;;;1;#1 DUS4102;;6;;DUS41;
TH86;2;L18L26;9;9;1;;;;#1 Baseband 5216;;;;;;3;;6;BB5216;
TH87;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TH88;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;;;6;BB5216;
TH89;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;;;12;BB5216;
TH8A;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
TH8B;3;L8L18L26;8;8;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;6;;;BB5216+R503;
TH8C;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;;2;;BB6630;
TH8D;2;L18L21;6;6;1;;;;#1 Baseband 5216;;;;;;3;;6;BB5216;
TH8F;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;3;3;;BB5216;
TH90;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
TH91;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;;;12;BB6630;
TH92;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;6;;6;BB5216+R503;
TH93;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
TH94;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;6;;;DUS41;
TH95;3;L8L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;4;;4;BB6630;
TH97;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
TH98;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
TH9A;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TH9B;3;L8L18L26;14;14;1;;;2;#1 Baseband 5216 #2 Baseband R503;;;;;;9;;10;BB5216+R503;
TH9C;1;L26;2;2;;;;;;;;1;;#1 DUS4101;;2;;DUS41;
TH9D;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TH9F;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
THA0;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
THA1;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THA2;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THA3;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
THA6;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
THA7;3;L8L18L26;3;3;1;;;;#1 Baseband 5216;;;;;;;3;;BB5216;
THAB;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
THAC;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
THAD;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THAE;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THB1;1;L26;1;1;;;;;;;;1;;#1 DUS4101;;1;;DUS41;
THB2;1;L26;1;1;;;;;;;;;1;#1 DUS4102;;1;;DUS41;
THB3;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
THB4;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THB7;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THB8;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THBC;2;L18L21;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
THBD;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;6;;;DUS41;
THBE;1;L26;4;4;;;;;;;;;1;#1 DUS4102;4;;;DUS41;
THC1;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THC6;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THC8;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
THC9;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THCA;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THCB;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THCC;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THCE;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
THCF;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THD3;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THD4;2;L18L26;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THD5;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THD6;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THD7;2;L8L21;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
THD8;2;L18L26;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
THD9;3;L8L18L26;10;10;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;12;;;BB5216+R503;
THE6;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THE7;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
THEB;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;1;DUS41;
THED;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
THEE;1;L18;1;1;1;;;;#1 Baseband 5216;;;;;;1;;;BB5216;
THF0;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;6;;;DUS41;
THF3;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;;2;DUS41;
THF5;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;3;;BB6630;
THF7;4;L8L18L21L26;15;15;;;2;;#2 Baseband 6630;;;;;;12;;;BB6630;
THFA;2;L8L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
THFC;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
TI35;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
TJ01;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;;;6;BB5216;
TJ02;2;L8L21;4;4;1;;;;#1 Baseband 5216;;;;;;;;8;BB5216;
TJ03;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
TJ06;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
TJ07;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;;;12;BB6630;
TJ0A;2;L8L21;6;6;;;;;;;;;1;#1 DUS4102;;;12;DUS41;
TJ0B;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TJ0C;2;L18L26;7;7;;;;;;;;2;;#2 DUS4101;;11;;DUS41;
TJ0D;2;L8L21;6;6;1;;;;#1 Baseband 5216;;;;;;3;;6;BB5216;
TJ0E;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJ0F;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
TJ12;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TJ13;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TJ14;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
TJ15;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
TJ16;1;L18;1;1;1;;;;#1 Baseband 5216;;;;;;1;;;BB5216;
TJ18;3;L8L18L26;12;12;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;6;3;;BB5216+R503;
TJ19;2;L18L26;7;7;;;1;;#1 Baseband 6630;;;;;;3;1;6;BB6630;
TJ1A;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;2;4;;BB5216;
TJ1B;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;2;4;;BB5216;
TJ1C;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
TJ20;1;L26;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TJ21;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJ22;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
TJ24;3;L8L18L26;8;8;;;1;;#1 Baseband 6630;;;;;;5;;6;BB6630;
TJ25;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;;;12;BB5216;
TJ26;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
TJ28;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJ2B;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;3;;6;BB5216;
TJ2C;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJ2F;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
TJ31;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TJ32;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
TJ33;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TJ35;3;L8L18L26;10;10;1;;;2;#1 Baseband 5216 #2 Baseband R503;;;;;;7;;6;BB5216+R503;
TJ36;2;L18L26;5;5;1;;;2;#1 Baseband 5216 #2 Baseband R503;;;;;;2;;6;BB5216+R503;
TJ38;2;L18L26;8;8;1;;;2;#1 Baseband 5216 #2 Baseband R503;;;;;;2;;12;BB5216+R503;
TJ3A;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
TJ3B;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;;;6;BB5216;
TJ3E;2;L18L26;4;4;;;;;;;;1;;#1 DUS4101;1;;6;DUS41;
TJ40;2;L18L26;6;6;;;;;;;;;1;#1 DUS4102;;6;;DUS41;
TJ41;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TJ42;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TJ47;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;;;6;BB6630;
TJ48;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
TJ49;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
TJ4A;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TJ4B;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJ4C;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJ4D;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;2;;DUS41;
TJ4E;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
TJ4F;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJ50;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
TJ51;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
TJ55;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;3;3;;BB5216;
TJ56;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
TJ5A;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJ5B;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
TJ5C;2;L18L21;4;4;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TJ5D;2;L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;;;12;BB6630;
TJ5F;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJ62;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
TJ65;1;L8;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
TJ67;1;L21;2;2;1;;;;#1 Baseband 5216;;;;;;;;2;BB5216;
TJ68;1;L21;3;3;1;;;;#1 Baseband 5216;;;;;;;;3;BB5216;
TJ6A;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
TJ6B;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;;6;;DUS41;
TJ6C;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
TJ6D;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
TJ6E;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
TJ6F;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
TJ70;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
TJ71;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
TJ78;2;L18L26;5;5;1;;;;#1 Baseband 5216;;;;;;5;;;BB5216;
TJ7A;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;;3;12;BB6630;
TJ7B;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
TJ7C;1;L26;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
TJ7E;2;L8L21;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
TJ7F;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
TJ85;3;L8L18L21;7;7;;;1;1;#1 Baseband 6630 #1 Baseband R503;;;;;;;;18;BB6630;
TJ88;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
TJ89;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
TJ8A;3;L8L18L21;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
TJ8C;2;L18L26;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
TJ8D;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
TJ8F;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TJ90;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
TJ91;2;L18L21;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
TJ92;2;L18L26;2;2;;;;;;;;;1;#1 DUS4102;;2;;DUS41;
TJ97;3;L8L18L26;12;12;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;9;;;BB5216+R503;
TJ98;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
TJ9C;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
TJ9D;1;L26;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
TJA0;2;L8L18;12;12;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;5;3;;BB5216+R503;
TJA1;2;L18L26;13;13;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;7;5;;BB5216+R503;
TJA2;3;L18L21L26;11;11;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;7;4;;BB5216+R503;
TJA3;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJA4;2;L8L21;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
TJA5;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJA6;3;L8L18L26;11;11;1;;;2;#1 Baseband 5216 #2 Baseband R503;;;;;;5;3;6;BB5216+R503;
TJA7;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJA8;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
TJA9;3;L8L18L26;9;9;;;;;;;;2;;#2 DUS4101;3;;12;DUS41;
TJAC;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TJAD;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
TJAE;2;L18L26;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
TJB0;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJB1;4;L8L18L21L26;4;4;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;4;;;BB6630;
TJB2;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TJB3;4;L8L18L21L26;10;10;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;7;;;BB6630;
TJB4;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJB5;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJB9;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJBA;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJBB;4;L8L18L21L26;6;6;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;6;;;BB6630;
TJBE;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJBF;4;L8L18L21L26;8;8;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;5;;;BB6630;
TJC1;3;L18L21L26;7;7;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
TJC2;3;L18L21L26;6;6;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TJC3;4;L8L18L21L26;12;12;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
TJC4;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
TJC5;4;L8L18L21L26;12;12;;;1;;#1 Baseband 6630;;;;;;9;;;BB6630;
TJC6;4;L8L18L21L26;12;12;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
TJC7;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
TJC8;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
TJCC;4;L8L18L21L26;7;7;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;5;;;BB6630;
TJCD;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJCE;4;L8L18L21L26;7;7;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;6;;;BB6630;
TJCF;2;L8L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
TJD0;4;L8L18L21L26;10;10;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;5;;;BB6630;
TJD1;4;L8L18L21L26;8;8;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;7;;;BB6630;
TJD3;4;L8L18L21L26;10;10;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;5;;;BB6630;
TJD4;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJD5;3;L18L21L26;7;7;;;1;;#1 Baseband 6630;;;;;;5;;;BB6630;
TJD6;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJD7;4;L8L18L21L26;8;8;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;5;;;BB6630;
TJD8;3;L18L21L26;9;9;;;2;;#2 Baseband 6630;;;;;;6;;;BB6630;
TJD9;4;L8L18L21L26;9;9;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJDD;4;L8L18L21L26;10;10;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;8;;;BB6630;
TJE5;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
TJE7;4;L8L18L21L26;10;10;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;8;;;BB6630;
TJE8;4;L8L18L21L26;12;12;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
TJF6;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
TJFB;4;L8L18L21L26;12;12;;1;1;;#1 Baseband 6620 #1 Baseband 6630;;;;;;9;;;BB6630;
TJFD;2;L18L26;2;2;;;;;;;;1;;#1 DUS4101;16;;;DUS41;
TO01;4;L8L15L18L26;15;15;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;6;12;;BB5216+R503;
TO02;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;9;;;BB5216+R503;
TO03;4;L8L15L18L26;23;23;1;;;2;#1 Baseband 5216 #2 Baseband R503;;;;;;14;6;;BB5216+R503;
TO04;3;L8L18L26;12;12;;;1;;#1 Baseband 6630;;;;;;3;3;6;BB6630;
TO05;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;9;;DUS41;
TO06;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;;12;;BB6630;
TO07;2;L8L21;6;6;;;1;;#1 Baseband 6630;;;;;;3;3;;BB6630;
TO08;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
TO09;3;L8L18L26;7;7;;;;;;;;1;;#1 DUS4101;4;3;;DUS41;
TO0A;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TO0B;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
TO0C;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
TO0D;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TO0E;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
TO10;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;2;;DUS41;
TO11;2;L8L21;5;5;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
TO12;5;L8L15L18L21L26;18;18;1;;1;1;#1 Baseband 5216 #1 Baseband 6630 #1 Baseband R503;;;;;;12;;;BB6630;
TO13;2;L8L18;9;9;1;;;;#1 Baseband 5216;;;;;;3;3;;BB5216;
TO14;3;L8L18L26;11;11;;;;;;;;;2;#2 DUS4102;2;9;;DUS41;
TO15;4;L8L15L18L26;15;15;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;6;6;;BB5216+R503;
TO16;4;L8L15L18L26;15;15;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;9;;BB5216+R503;
TO17;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;3;;BB6630;
TO18;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
TO19;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
TO1A;2;L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
TO1C;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
TO1E;2;L18L26;7;7;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;4;;6;BB5216+R503;
TO1F;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TO20;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;3;3;;BB6630;
TO21;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;;12;;BB6630;
TO23;4;L8L18L21L26;15;15;;;1;;#1 Baseband 6630;;;;;;6;6;;BB6630;
TO24;3;L8L18L26;8;8;;;;;;;;;2;#2 DUS4102;3;5;;DUS41;
TO25;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
TO26;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;9;;DUS41;
TO27;3;L8L18L26;8;7;1;;;2;#1 Baseband 5216 #2 Baseband R503;;;;;;2;;12;BB5216+R503;
TO28;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
TO2A;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
TO2B;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
TO2C;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;;3;12;BB6630;
TO2D;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TO2E;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
TO2F;2;L8L21;6;6;;;1;;#1 Baseband 6630;;;;;;5;;;BB6630;
TO30;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;3;3;;BB5216;
TO31;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
TO32;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
TO33;3;L8L18L21;12;12;;;1;;#1 Baseband 6630;;;;;;6;3;;BB6630;
TO34;2;L8L18;4;4;;;;;;;;;1;#1 DUS4102;2;2;;DUS41;
TO35;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;3;;6;BB5216;
TO36;2;L8L18;3;3;;;1;;#1 Baseband 6630;;;;;;2;;2;BB6630;
TO37;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
TO38;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
TO39;3;L8L18L21;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
